score,city,title,review
2,Parma,A False Book,"""A Conversation"" type book has to be taken as fiction; but acceptable fiction. In other words the characters have to be represented truthfully and convincingly.After a page of this I was trouble by what I was reading. After flipping through the book I was angry at reading what is being represented as Oscar Wilde.This book is a self-indulgent exercise in piousness."
1,Holt,Good Book...Except for the bugs,"I am using this book for a class on Catholic Social Teaching, and it is very useful. By containing the encyclicals, constitutions, and other documents of Catholic Social Teaching along with some commentary and background provided by the authors, it gives great insight into what all Catholics should be focusing on.The bad thing however was that when I received my book in the mail it had tiny black bugs all over it, inside and out. I had to throw it away as I couldn't get rid of the bugs and did not want them in my house.Unfortunately this has made it a little bit difficult given that I need the book for class, however all the documents in the book can be obtained on the Vatican's and the USCCB's website for free. All that you are lacking is the small commentary by the authors of the book for each document, you will still get the text of the Church teaching from the websites and not have to pay anything for it."
4,Parma,absolutely great,these binoculars enable you to see terrific detail of objects from a distance. the detail of pike's peak from colorado springs is so great through these it's unbelievable for a pair so compact. as another person stated they are too good for say a ball game but superb for long distance like on a 4x4 trail.
2,Elmwood Park,nowhere near as good as the first.............,"this one surprised me, it wasn't nearly as good as the first moment after movie. it started out ok, but then got bogged down and kinda fizzled. very few, if any, special effects, just didn't seem to have much to say. not only that, they left everything up in the air, i guess so they have to make part 3! i just hope part 3 will not dissapoint like this one did. i still love brad, david & kevin tho......they're always a treat to watch, even in this clunker! they're awesome in six-the mark unleashed! (read my review of that one)teresa s."
2,Holt,Not designed to last,"We didn't use ours very much, but it still broke after 9 months. The bottom seal sprang a major leak after the olive oil was refilled (below the line, as the directions require) and just a single pump press was made. Maybe the oil was eating away the adhesive used by the manufacturer? Anyway, it's not so good to be left with an oily mess on your counter."
3,Burton,Dependent on a perfect world,"I am a renovation contractor. I have used a certain pocket door hardware set (that starts with ""J""). Not being available, I purchased this set. It works okay and is similar to the other brand with one critical exception: the latching hardware that attaches to the top of the door allowing for removal is low grade plastic as opposed to metal.I had this plastic latch freeze in place so that I couldn't get the door out for further tweaking. The plastic latching arm would bend and distort but not release from the attachment post of the roller bearing. We tried everything...ended up having to cut it out with a sawzall(!) and obtain a replacement part. I do not believe this situation would have occurred with the metal latch of the competition's product, making it superior IMO."
2,Pensacola,Junk...Desn't Fit ! Don't buy from here !,I blame Amazon for using a cheap vendor like CableMark. They sell junk. I have a Nikon 880 (baby brother of 990 I use at work. They BOTH use the UC-E1 cable (yes my manual says so too). What I received from CableMark (through Amazon) does NO FIT my camera OR the 990 model at work.First and last time I will shop at Amazon.
4,Wausau,good,"when I first heard ""christmas shoes"" it made me cry. My mom had died recently and it just touched my heart. Glad I had the chance to buy it. They even through in a new case, as the case it is in is cracked.thanks."
3,Fort Lauderdale,Doctoral thesis,"This is the doctoral thesis of H.G. Richter, one of the foremost wood anatomists of our time and a specialist in Lauraceae. Illustrated by black&white photomicrographs (mostly taken by light microscope but also some by electron microscope) and a few color photographs.Contains a wealth of information on the wood and bark anatomy of Lauraceae. However, note that Lauraceae is a family in which a considerable amount of work has been done since 1981.For a brief survey of the anatomy of Lauraceae in English by the same author see ""Anatomy of the Dicotyledons, 2nd ed., Vol 3"" (1987)."
5,Burton,excellent headset,"It works flawlessly with my HTC TyTN, HTC Advantage and the HTC Excalibur S621.I will buy it next time too.Happy customer."
2,Eastchester,"Retractable action not strong enough, making walking a chore!","The retractable action on this flexi leash is not strong enough, often causing a delay or sagging of the cord when you want it to take up some slack. This makes walking my dog extremely tedious, and dangerous. I also use a lightweight rubber extension to cushion the impact of a 'strong walker' (dog that pulls hard or makes a break for a rabbit, bird, etc.), and this flexi leash cannot handle it. The sagging occurs whether I use the extension or not, but is much worse with the extension. Flexi should manufacture these retractable leashes with a stronger springing action to make them more functional in the real world. I am hoping my pet retailer will take it back and refund me."
3,Burton,Master Bedrooms on First Floor,"I was disappointed because the majority of the plans in this book have the master bedroom on the ground floor. I've purchased 5 different new-build houses in the suburbs of NYC, Chicago and London and never come across a home with the master on the ground floor. Two realtor friends tell me they are unusual and difficult to resell unless in a retirement community. If you're looking for a ground floor master you'll probably find the book useful but anyone building a traditional house will probably be disappointed as I was."
5,New Windsor,Holiday Recipes From Breakfast to Late Snacks--Must Try!!,"I first checked this book out from the local library and picked out a few recipes to try for Thanksgiving prior to the Christmas holiday parties. I also took it to my mother for her to look at. She began writing down page numbers of recipes she want copies of too. After trying several of the recipes, which for the most part, were very easy, I decided I wanted this book in my home for year round entertaining. The craft and decorating ideas are also wonderful. I especially liked the tomato cage Christmas trees. It was simple to make and when I showed my friends they couldn't believe it--you have to see the pictures in the book to appreciate how simple and elegant they are and so inexpensive to make. For your holiday entertaining I strongly recommend this beautiful book."
4,Elmwood Park,Very pleased with fast service.....!!!!,"This was a birthday present for my grandaughter, I had been searching for and it was the final hour , I NEEDED IT.. not only did they have this but I also was able to purchase an additional one. The best part was the books arrived in time for the party...Grandma was saved."
5,Annapolis,"Charlie and Lola, Vol. 5 - But I Am an Alligator",the kids love watching charlie and lola for some reason and amazon seems to be the place where i can get the series at a reasonable price. the content itself is also very interesting so much so that the wife and i also began watching it with the kids. good time for bonding and teaching the kids about sharing and other values.
1,Mansfield,Pennies in a blender,"i can see how this album in an evolution of Mouse on Mars' experimental form of musical exploration. Yes, it has some artistic merit. But its not music. And its not enjoyable. Its noise. Headache-inducing, high-pitched, static-ridden noise. The same effect could be achieved by placing a handful of pennies in a blender, set to whip. Record that, randomly divide it up into tracks and you have Varcharz.A huge disappointment. I delete it and regret purchasing it.Ill take Radical Connector any day."
4,Elmwood Park,Awsome DVD,"This is one of the best opera I have ever seen. I have been waiting for the DVD release for many years, and finally its here!"
1,Lancaster,I'm Holding Out for Widescreen,"I was soooooo eager to buy the Sandra Dee Gidget flicks, and willing to purchase them individually, but when I found the series -- I was tickled, UNTIL I saw it was full screen!Horrors.To the person who stated that full screen is the only way to go, I would like to say that there have been many DVDs released with BOTH options, and that's my format preference -- and my suggestion to all who are creating DVDs from older flicks -- Please forget the fancy artwork on the actual CD, and burn both sides -- one in WIDESCREEN and the other, full if you want to to appeal to both.I will wait for the widescreen edition (until then, I'll maybe rent via netflix if I feel like a gidget fix)!"
1,Sun City Center,CERO EN CALIDAD,"TODAS LAS CANCIONES SUENAN IGUALES, CON LOS MISMOS SONIDOS Y TEMAS DE SIEMPRE. PARECE MAS UN DISCO QUE TOCARIAN EN CUBA COMUNISTA PARA TORURAR A ASESINOS Y A ENEMIGOS POLITICOS CONTRAREVOLUCIONARIOS. LA LEYENDA, EL MITO DE LA TREVI SE ACABO EL DIA QUE SE DESCUBRIO QUE TODO LO QUE DECLARO EN EL SHOW DE CRISTINA ERAN MENTIRAS Y ENCUBRIMIENTOS DE ""LA REBELDE DEL PELO LARGO"" PARA PROTEGER A SU MACHO, EL TAL SERGIO ANDRADE, QUE POSEE PODERES SOBRENATURALES Y CON UNA GRAN ENVERGADURA QUE LO HACE INMUNE A TODA ENFERMEDAD PERO QUE SE ALIMENTA CON LA VIRGIINIDAD DE LAS POBRES INOCENTES. EL TAPAR A SU MACHO ES UNA VUELTA A LA TORTA Y UN REVELACION HIPOCRITA DE UNA MINA QUE SE PROCLAMABA ""LIBERADA"". DISCO DESECHABLE PARA REGALAR A ZAPATISTAS."
2,Brookfield,I Say A Prayer for Me: ONe Woman's Life of Faith And Triumph,The writer gives the impression that you can overcome herion addiction just by praying and becoming a member of the 700 club.
5,Fridley,great bandsaw,"I searched a long time trying to make up my mind on which bandsaw to purchase to replace my aging 12"" craftsman. It came down to the Jet and the Grizzly. I went with the Grizzly becase of budget restraints and I am not sorry that I did. I have only been using it for about a month and so far I think it is a great machine. I used the old craftsman for 20 plus years and now I see what I have missed. There is little to no vibration, the cuts are stright and the cut off pieces are fairly smooth. I am using a 3/16"" blade as I do fime detailed work. I have not done any resawing as of yet Bu I am sure there will be no problems.I was a little leary of having it shipped rather than going to a retail store, but the saw arrived in excellent condition and a lot sooner than I had expected. I would have no problems recommending this saw to anyone."
5,Marysville,A bit too similar to Batman,"When I saw the movie at day one in Germany, my anticipation for the movie score was very high, especially because I enjoyed the ""Batman Returns"" music score by Danny Elfman. However, I recognized lots of similarities to the one of Spider-Man. Maybe too many. For example the chorus or the dark brass. But there's still enough stuff in the music that brings individuality to it. My favourite tracks are ""Main Titles"", ""Costume Montage"", ""Parade Attack"" and ""Farewell"". Still, the action-stressed tracks are, in my opinion, too similar to the Batman theme. That's why I give it only four stars."
3,Fort Lauderdale,Loved it,i have yet to find a roberts trilogy that i haven't liked and am partial to the fantastical. i loved all three of these.
2,Mansfield,Not helpful. Not that funny either.,"If you are looking for a simple,common sense introduction to Kabbalah by someone with a sense of humor and perspective on his subject, you will find this book a disappointment. I don't know much about Kabbalah and, after reading this book, I still don't.On the other hand, if it is wit, satire and parody you seek, you will find yourself reading page after page waiting to get the joke. Kabbalah is mysterious enough without having to solve the mystery of what this author was attempting to accomplish."
4,Marysville,Own The Net,I have several James Jensen Tennis DVD instructionals and this is my favorite. With the help of this DVD I have gone from a timid vollyer to an agressive take no prisoners net attacker. My new style of play has increased my wins and gotten me more respect on the court. Very good instruction that will definetly help your volley game.
4,Wausau,Informational,this has a lot of great information in it. it is engaging and tells some great stories. any dino lover would appreciate this cd
1,Mansfield,Not what expecting,"I selected this rating because this Sports Bra was not what I was expecting at all. This was an extremely uncomfortable product and the fabric felt like sandpaper -- it was very abrasive. I'm not sure that it would not have caused intense chafing if I had done more than tried it on. The construction also involves elastic on the edge between the ""wing"" and the bra strap which created an obvious puckering of the fabric, even when being worn. The puckering showed through to my shirt. I probably could have ignored that unattrative effect if I hadn't had the sanding sensation. Since some of the fabric was reminiscent of window screen mesh, I am sure that all of the wicking properties were as stated. There were some aspects of the over-all construction that seemed like they would be beneficial -- such as some supportive padding at the base of each cup."
1,Fridley,Very disappointed...,"I started this book thinking it would be a light-hearted and fun with a little bit of mean, socialite humor. I was very disappointed because the main character goes from good to bad to worst. Starting out as an admired, wealthy woman, she ends the book willing to take any means necessary for revenge. I know books don't all end happily, but this one had no redeeming qualities. Wish I hadn't spent the time."
2,Marysville,i found the SOLITAIRE tracks,"after much searching of german websites i discovered that SOLITAITE cut an album in 1994 called Fearless on Recycle or Die/Eye Q records...these labels are no longer producing music....but if you look for these record labels...u will find SOLITAIRE-Fearless w/ the song awakening, tribes, soleil,eclipse...all i can say is do your research."
5,Kenmore,webtv keyboard,Have received was in very good shape also received batteries with keyboard.Very nice ! (:Thank you.Very happy with my order and was receieved in 2 days of order placement.
4,Bridgewater,Sweet Euroangel.,"There's no one like Basia--mebbe Sade or Lemmieux from the Groove Theory are closely cut, but there's only one Basia. And thank the spirits for that. This CD will be well worth the listener's money--you may wanna buy a couple of them because you'll wear it out--every cut is so fresh and new it's like heaven. I originally thought kinda cheated because one of my faves ""Miles Away"" wasn't on this Greatest hits CD but, I quickly got over that. This is too good to complain about. She is really one of the best singers out there, per-i-od! I enthusiastically recommend you get this and experience her for yourself. Then, remember I told you so..."
4,Bridgewater,Fantastic Tool,"This works great, makes flipping a high quantity of items on the grill quickly a snap. Would recommend highly. Need to keep away from smaller children if you have them. Point at end is sharp. Great conversation piece as well with the guys."
4,Parma,Yeah,"Works great, better than some that I have gotten with mp3 players. Works with other stuff too. happy customer. ty"
4,Fridley,Gold Timex Bracelet Watch #T23161,"Watch is exactly what I wanted visually. It is beautiful and fits in a work and play environment. Fits a small wrist with links taken out. I only wish that the band was a little more heavier for the price. I expected solid links that definitely have weight, but have found they are hollow. Other than that minor detail it is a beautiful watch that I can wear to work and business functions."
2,Mansfield,take God out of it,"I found the reference to God unnecessary. Many people don't believe in God or don't want to get into the ethics of God making disabilities happen, with their children who read the book. It should have been left out. The scientific aspect was good but there are many other books that do a better job. Steer clear of this one-it was more of a parent trying to make come to terms with his own issues than a resource for a child."
2,Fort Lauderdale,What a joke...!,"If by this point you think this is a remarkable book, you either (a) are the woman who wrote it, or (b) you don't read very much. In this case it's probably both."
4,Pensacola,Good Reference for Wing Chun/Kenpo/Etc. Practitioners,"This book is very well translated and lays out the various techniques clearly (with a couple of exceptions). Students of Kung Fu, Kenpo, Ninjitsu, and similar styles will find much familiar material here, with some twists. Provides a good range of weapons defenses, from blades to handguns, and is quite comprehensive for its size."
4,Bridgewater,Buy it on LP,"""Warren Zevon"" is not just one of the best records of the '70s, it's one of the top five records of all time. The CD version isn't bad for a CD, but if you really want to know this record for all it can render, get a turntable (a Rega P3 is nice) and an LP copy. YOU WILL NOT REGRET IT.A six-star album."
4,Mansfield,The funniest book in history,"this is a true guide to life from mr. know it him self bart simpson , it tells you a lot of useful and un useful stuff about life and what to do in certain situation, also how to get to know girls how to make it in school , sex , religion ... every thing .the best part i like is the one about writing book reports , so funny man ,well if you like matt groening old stuff like the (life is hell) books you'll love this one , and if you like the simpson also get this one , i recommend to every body any age any where, also take a look at matt groening old stuff (life is hell) the are as good and funny as this one ."
2,Eastchester,The Truth,I don't mean to poke fun at this book but I'm only 16 and I could have written it better myself. This is truly a terrible novel. If you are looking for something to read that has teenage romance and hookups then just buy a Gossip Girl...it's the gift that keeps on giving...#7 is coming May 2004. Don't waste your time on this pathetic portrayal of teenage life.
1,Fort Lauderdale,Not a good cow bell,"My cow does not like this cow bell. It's WAY TOO BIG. I don't know what kind of cow they were thinking of, but I've been around a lot of cattle, and I've never seen one that needs a bell that's this big.Also, I had to jury-rig a clapper (the part that rings the actual bell). This one came without one. I guess they want you to buy that separately (and probably pay separate shipping!)"
4,Kenmore,A Must Own!,"This is one of my favorites--of any genre. I accidentally found it by following a link on Napster Radio, and I've been listening to it almost every day since.The guest appearance by Paul Simon is little more than a curiosity, in this case, but certainly not a distraction. The styles are wide and varied, from Salsa to Mambo to Jazz. The production values are the only thing that lets you know that this album was released in 2007, as the music defies a ""time"" of style.I would recommend this album to any fan of Latin music, whether you are a beginner or have spent many years listening to the genre."
4,Sun City Center,"Inspiring, Elegant, Thoughtful.","As a starting rider, this book set the tone for how I would like to approach the (if I may be so bold) 'philosophy of riding':* Care for the horse-man relationship* Develop mastery of self* Listen to (and learn from) the horse* Respect the process and the history* and more..Granted, there are many pieces of advice I'm not ready for (specifics on Cavaletti riding and so on). And other books have been more practical (for my level) with the how-tos.But no other book has touched me so deeply with the why-tos."
1,Bridgewater,Dont Buy,"This DVD Player will not play +R DVD's. The menu displaying DivX files on DivX DVD'x is horrible. The menu did not display well, the file names were shortened and the filing system was not how I had made the files when I made the DVD. Don't be fooled by the HDMI connection either, it makes absolutely no difference in picture quality. Toshiba should be ashamed to put their name on such an un-user-friendly product"
2,Fridley,Skippies!,"Amazon is out of my ridata / riteks so i got these to hold me over. No coasters so far, but the discs mess up in all 4 of our players. They stop and shake and skip and freeze now and then - all that good junk. Something to think about before you buy - the price is definately right, but the quality is questionable."
5,Holt,Great product,"Purchased for my new G2. Works great, fast upload to my computer. Read all reviews before purchasing and seems the Viking is the best."
2,Marysville,Have I Forgotten?,"Why no, Darryl, I do remember it was the Saudis that attacked us on 9/11. It would appear that you have forgotten since you believe Iraq was involved. Nice to see you making a nice hefty profit while our troops are dying on a daily basis. They don't even have adequate water to drink. Only in country music could the public be this naive. Shameful."
4,Sayreville,What the new Metallica should have been.,"Dark Tranquility is where US metal should have evolved to, but didn't. Right about the time of ...And Justice For All, metal seemed to be going in the right direction, which is exactly where Dark Tranquility took off from. If you want to hear a true experience in exquisite riffs and well placed guitar rythms, then this is the album to buy."
5,Elmwood Park,What The?,"This book found me one day and now has me totally in it's pages.Every little thing that was ever said and every problem ever created has some form of simplistic answer within it.What is Left, Right, Up or Down, Sideways Backwards, Full or Empty has some form answer and deffernce to it. But then again what is It?All those funny sayings that pass our lips everyday are included and a full on assult on your brain senses really makes the old grey matter think. It is a book to be picked up and put down as you simply cannot read it through without causing your brain to pass out!!!"
4,Sayreville,In response to chapter 1 questions,"We regret the error in chapter 1 and in the latest release of the book this has been corrected. Madhu, Daniel and I put a lot of work into this book and we hope you will read further than chapter 1. In this rapid paced world if we don't write to beta releases we end up with the second or even third book out, unfortunately that usually means second or third in sales as well regardless of technical content. We wrote to the beta and the best documentation available, also, all chapters where reviewed by an Oracle tech reviewer. We cover the features that we beileve are applicable to DBAs. We feel this is a great book, and hope you will too!"
4,Bridgewater,Cute book,"Fun to read. About an Inch worm who measures 1"" and his friends who help him measure fruits and vegetables. The friends are 1/2"", 1/3"", and 1/8""."
5,Sun City Center,GREAT ONE!!!!!,DENGUE FEVER is just plain amazing this cd is great i bought it as soon as it came out you will be amazed with what u hear i liked all of the songs i am always listening to DENGUE FEVER!! they just have to come out with another cd this was one great thing they made!!!
5,Burton,Mr.,Great product. This coffee pot is the best i have ever owned. It brews hotter then any of the other coffee makers I have owned. You a have full pot of coffee in 3 minutes. Fantastic !!!
4,Bridgewater,BEST VILBERT CD SO FAR,THis CD is basically a refinement of LUKE VILBERT'S solo CD on Mo Wax. The melodies and the textures are much improved so this cd does not have the monotony problem of his previous work. unfortunately the beats are a lot more tame. it sounds like hes been listening to some of the more boring and lame artists on ninja tune.there's also some decent spoken word kitch thrown in.hopefully vilbert will take some rythem cues from amon tobin. and explore more vocals next time.
4,Fort Lauderdale,Awesome book!,"This is an awesome book! A gilrfriend recommended ""Baby Bargains"" to me, and I was like "" why on earth would I need this"". But I skimmed through it at a local bookstore and found the authors had a lot of helpful hints. Since purchasing it my husband and I take this book when shopping for our baby. I don't agree with the reviewer that said you can get the same thing on the web. I have found that this book, coupled with consumer reviews found on BRU, are great and informative resources. The book is a must-have for new parents!"
4,Eastchester,This is a fantastic album,"Wow! What a great find this was. Every track is just awesome and the album is not repetitive, there is a lot of variety. This is one of the few albums I have that I can listen to over and over and enjoy it every time. The production and vocals on this album are top notch."
2,Annapolis,Read The Reviews,"Read the reviews and understand what you're buying before you pay [price] of your hard earned money for this book.Go to a bookstore and take a minute to thumb through the pages to see what's in it. And the cd in the back of the book? Forget it - it's an eval. copy. You get a few programs that work 'out of the box' but in order to use the cd in it's entirety you have to pay an additional $5.00 at a website in order to activate the 'pro' version - LAME.I wanted so much for this book to be what it advertised. I held out hope reading page after (fluff)page. I held out hope even after reading other reviews that trashed this book. I held out hope until I popped the cd into my computer and saw that the only thing John Chirillo revealed to me was that I wasted my time and money.If you take away only one thing in this review, take this:There are no shortcuts. Buy ""Hacking Exposed"", sit down in front of the computer, and do your homework. Good Luck"
5,Brookfield,This book should be on every beginner's shelf,"One of our most prolific chess writers, Eric Schiller has again produced a most useful volume in his usual clear and concise style. Not intended to be the last word on chess, the Encyclopedia fulfills its promise of extracting practical nuggets useful for beginners and intermediate players from his own experience, the classic chess literature, and tournament play. Dr. Schiller truly does have an encyclopedic knowledge of the game and cites cogent examples from classic and contemporary play to illustrate his points. This is an easy book to browse in, and the reader will invariably come away with some tidbit that will enhance his/her understanding of the general principles of openings, middle game, end game, tactics,and strategy. Especially recommended for serious beginners."
3,Holt,Great....when it worked,Saw a huge difference when it actually worked. The cable itself is of extremely low quality. I had to stand and wiggle it around for it to work. After the second movie I just chucked it as it was so unpredictable. Perhaps you may have more luck.At this price I couldn't even be bothered to return it.Still worth another shot but beware of the shoddy the quality.Basically with HDMI if it works it works. If it doesn't you don't get a signal. There is no difference between this and a Monster cable.
4,Eastchester,Excellent Product,great pillow for scoliosis and tmj sufferers. this pillow really gives you comfort support and full night rest without keep tossing and turning. i really love it.
3,Burton,not reliable!,"Broke after 6 months (egg cooker) of very light use (twice or three times a week at most)! Bulky, takes a lot of space on a kitchen counter! It was a bad decision to buy this combo. I wouldn't recommend it!"
4,Burton,Fabulous book!!!!!,"my daughter, who is 6, sometimes has a hard time keeping her attention focused on chapter books. she loved this one so much we plowed through 9 of the 12 chapters in one night and she was begging to finish it the next night. thanks, mr. king-smith!!!!"
5,Bridgewater,the CHOONS!,"Im not sure what is more amazing, the epic awesomeness of the movie? or the epic awesomeness of the amazing music? hmm"
3,Pensacola,Nice cups,"These are decent cups for the money. The insulation keeps drinks cool, and they don't spill when tipped over, although if they are on their side for a long time, sometimes a few drips escape. I will say, there is some dark discoloration on the inner seal inside the spout. I don't feel like it's mildew because we sanitize them in the dishwasher and air dry them properly. I've tried cleaning it out with a toothpick, but the discoloration actually seems to be in the tiny ring of adhesive that seals the rubber valve to the plastic spout. I don't feel like it will get into my kids' drinks. We are pretty happy with these cups."
3,Lancaster,Felt Cheated,"Hello,I bought this product when I was on business visit to US. When i returned India and tried to use it, it never worked. Not once!! I felt cheated and bad. I will never buy any product made by Panasonic again.Arvind"
2,Burton,Doesn't work with Plasma TV's!,"I purchased this headset mainly for watching movies. To my surprise I got terrible static with it and then I saw on page 12 of the manual that plasma displays may interfere with normal operation. I was very disappointed, but Amazon agreed to take this item back for full credit instead of an 80% credit since it was opened."
3,Marysville,DON'T BUY THIS BOOK,"TRAITOR, HAS BEEN ,LOSER,ALL THE WORDS YOU WANT AREN'T ENOUGH TO DESCRIBE WHAT THIS JERK HAS DONE.. HE CAN'T MAKE MONEY ANYWAY OTHER WAY, GOD WHAT A JERKHE WILL SOME HOW PAY FOR THIS WHEN HE DIES WHEN HE WILL BE TOLD HE IS NOT GOOD ENOUGH TO FACE HER AGAIN"
3,Lancaster,Conflicting packaging,"The package touts a ""7-year guarantee"". I bought the batteries mid-May '10. They were made in April '10, and they expire in March 2016. 2016 - 2010 = 6. I have no idea where they got 7."
4,Burton,Works,"i bought this product a few years back. i had a friend's brother put it on. my only complaint was that it was white and not black. i got a percent refunded to me, so i wasn't upset :) i ended up selling the laptop last year and buying an upgrade. the person i sold it to loves it and it still works pretty well for an old laptop."
3,Annapolis,I love it,"i listen to this cd over and over. i love celebrity skin, awful, and hit so hard the best. i know practically all the words!! i love it!"
2,Mansfield,not as good as regular annies,"I am a huge fan of the original annie's pasta meals, so when this came out I thought it was a good idea. However, it was poorly executed. When you use the recomended amount of water, its to water, even after 10 mintues of sitting. Too little, your noodles will clump together and get undercooked. Obviously they didn't test this product enough. Stick to original annie's!"
4,Elmwood Park,Excellent Historical Review!,"Chief Justice Rehnquist is a great historian who focuses his history of the Supreme Court on the cases it has decided.He takes the reader down the path of US history by telling the story fo the Court.He ends the book with a brief few chapters on how the Court operates today, which is extremely insightful.I was taking Con Law I at the time I read this book and it helped put the cases I was reading in a historical perspective.Very good, a must read for the historian/Constitutional Law student!"
5,Holt,Strange Occurance on the DVD,"This has always been one of my all-time favorite movies! I could watch it anytime! Sidney Potier has also been one of my all-time favorite actors!! I think he's brilliant. I think every scene in this movie is great, but my favorite is where Judy Geeson's character dances with Sir. That's a great song in that scene!My copy of this DVD also had the Japanese film on the 2nd side. How disappointing!!! I don't know how most people are about letterbox format, but I like it. I was looking forward to seeing this film in that format, but I couldn't. I returned the disc. I'm really hoping to find a correctly pressed copy of this disc."
4,Wausau,The finer things in life through cat's eyes,"at the risk of sounding like a non-cat lover, i have to confess that i purchased ""my cat saved my life"" because i couldn't imagine how a cat could save anyone's life. after reading it, i now understand what the author, phillip schreibman, was going through and how his cat, alice, taught phillip how to appreciate the finer things in life by example. phillip's life journey has been a difficult one at times & in ""my cat saved my life"", he shares part of that journey and the influence alice had on it. it's a quick read but thought provoking despite it's brevity."
4,Fort Lauderdale,The best yet,"I gave this volume of the Peach Girl series five stars because it is the best of the first three. When the story starts, Sae has finally gotten what she wants; Momo and Toji have broken up. As if this is not enough, she enters Momo in the end of term swim meet... in every event. Not only will Momo be tanner than ever, but she will probably exhaust herself competing. To top it all off, Momo's classmates are crueler than ever. It's Kiley to the rescue, looking out for Momo no matter what... and all he wants in exchange is a ...hug?The first part of this series comes to a grand climax in the last scene of this manga. For all Peach fans rooting for Momo, your heart will break and then you will cheer... buy the book if you want to know what I'm talking about. It will be well worth it."
4,Marysville,leaf blower by toro,not to loud ..blows really nice...weighs a tad..strap would have been nice...very happy with it ..much better than a rake. always had good luck with toro products. a really good buy. consumers report rated it highly.
2,New Windsor,Not worth it,"Pretty cr@ppy product. lasts for a time or two, maybe. doesn't really ""wiggle"" much or shoot too far. not worth the hassle."
1,Wausau,Unbelievable!,"How can you sell a product that has to be constantly manipulated to work?! There should be instructions on how to work a product that should be as easy as plugging it in. I thought the product was damaged during shipment. Glad I read the reviews on how to work it, before going through the trouble of returning it."
2,Kenmore,Very disapointing...,"Not well sealed for all weather purposes. Then I dropped on the front lawn and it broke. This product was a big disappointment. Good for a light to keep under the kitchen sink, that's about it. Next I will check before buying another Chinese flashlight."
4,Lancaster,This show is good for the Soul!!!!!!,"i am so happy to see that others love the show just as much as i do. i am at work right now and went out on amazon to find another movie and was elated to see that the final season of soul food would be out in july. i must admit, i thought the show was five season long, however, as long as i collect all of the seasons i will be happy. i hated when the show ended and still to this day miss the show greatly. this show was my ""woosa"" from hustle of the day. it was my way to escape. to all of the fans of the show enjoy the final season. for those of you who have not had the pleasure of viewing this series.... i promise you won't be disappointed."
2,Sun City Center,Not your Grandpas B&D,"I have a newer model string trimmer - one without the recall. Today was the 3rd time I used it. It broke. The motor runs, but the spool & line does not. I, like others, bought B&D because it WAS a name I respected. After finding the closest repair center is a 100 miles away, I am going to spend half the cost of the trimmer to send it for repairs. (Warranty doesn't cover shipping.) If you go to the B&D website you can see that B&D makes DeWalt and Stanley. If they have gone to making disposable equipment, you may want to avoid their other products."
4,Fort Lauderdale,One of the best books have ever read!!,I have to say that this book one of the most exciting books I have ever read. This book is well written and full of action.
3,Kenmore,This STINKS!!!,"Everytime I use this system I have to use my hand to force the diaper in the pail. Also the seal broke and the smell is aweful!!!!! The seal was broke wihtin the first month and now I am looking to find a new diaper dispisal....this product is no champ, it gets a KO (knock out) not an OK from me!"
4,New Windsor,Good Product,"I think only time will tell if these are the perfect vitamins, but I like their packaging, with three tablets in a small pouch which makes dosing easier. Definitely take them on a full stomach!"
3,Fridley,very good,"I had it for over a year, then I sold it with the camera, I got it for half the price the sony card was.fast, reliable, dependable."
3,Annapolis,Worth it for the remix,"The remix of Hey Jupiter that is featured on this EP is definently worth the price of the CD in and of itself. I think it's an amazing and moving version of the song, and I prefer it over the album version. As for the other tracks, I don't care for the Professional Widow live track, but it's an interesting and sort of creepy experience. ""Sugar"" is a good Tori track, also worth owning - and she talks in the beginning, which I always like. :) I think any Tori fan should definently own this CD, if only for the mix of ""Hey Jupiter""."
5,Holt,A gift for Dad,he loves nora roberts & he is thrilled with his new set. he couldn't wait to get home to listen to them.
4,Fort Lauderdale,A good book overall,"This book is essential to someone who needs pictures (I do not). Should this be the case, and if you plan on rebuilding one of these transmissions, I strongly suggest you use this AND an ATSG manual....and you cannot go wrong. The ATSG manuals is the best, the ONLY, and it's the real bible....but there are no pictures. Once you've done one, you don't need pics, but if you do....the Haynes is the one to buy, and they are cheap! If you have both, you should be OK. I strongly recommend this manual for the price, it would be worth it for twice the money. I have no real use for it, but I wanted to see one for myself and I am quite impressed! If you are not a seasoned transmission guy, buy this, you won't regret it. I am not a fan of the Haynes manuals, but they did a nice job on this particular one and you certainly can't beat the price!"
3,Orland Park,Best of the King Games,"Best of the King games even though that isn't saying very much. This one can be fun, especially multi-player. Great for family entertainment."
2,Mansfield,Wahl Professional 8685 Peanut Classic Clipper/trimmer,"I bought this hair clipper to replace my old one, which just wore out from use. My old ""Peanut"" clipper came with a very nice limber electrical cord and it was easy to use and stored away nicely. The new one came with a very large and very, very stiff cord and is full of kinks which I cannot remove. This makes the clipper awkward to use and impossible to store. I don't recommend buying this clipper, unless you're into frustration!"
3,New Windsor,"the crown and the humility , pulleeeze!","i do love this film, and am sooo happy i got it. a look at the drag pagent scene, and the severity of it all..."
2,Holt,waste of money!!,Mom of 3 kids.I bought this hoping it would be the answer to my daughter's seat belt problem. This would not stay snapped and it was impossible to get the top part to angle correctly away from her face and neck. I returned it the same day.
